"Country","Percentile","Year","Value","Type"
"Argentina","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"Lebanon","p90p100",2009,NA,"Top 10% | share | adults | tax unit"
"Lebanon","p90p100",2010,NA,"Top 10% | share | adults | tax unit"
"Lebanon","p90p100",2011,NA,"Top 10% | share | adults | tax unit"
"Lebanon","p90p100",2012,NA,"Top 10% | share | adults | tax unit"
"Lebanon","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"Lebanon","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"Lebanon","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"Lebanon","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1991,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1992,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1993,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1994,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1995,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1996,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1997,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1998,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1999,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2000,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2001,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2002,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2003,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2004,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2005,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2006,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2007,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2008,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2009,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2010,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2011,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2012,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2013,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2014,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2015,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",2016,NA,"Top 10% | share | adults | equal split"
"Malaysia","p90p100",1990,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1991,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1992,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1993,0.276051283,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1994,0.270249486,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1995,0.269501388,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1996,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1997,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1998,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1999,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2000,0.225253865,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2001,0.23418048,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2002,0.246901944,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2003,0.271708787,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2004,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2005,0.247344568,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2006,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2007,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2008,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2009,0.249086157,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2010,0.246340185,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2011,0.212767631,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2012,0.223190188,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2013,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2014,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2015,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",2016,NA,"Top 10% | share | adults | individual"
"Malaysia","p90p100",1990,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1991,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1992,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1993,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1994,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1995,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1996,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1997,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1998,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",1999,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2000,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2001,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2002,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2003,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2004,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2005,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2006,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2007,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2008,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2009,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2010,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2011,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2012,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"Malaysia","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1991,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1992,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1993,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1994,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1995,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1996,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1997,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1998,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1999,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2000,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2001,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2002,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2003,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2004,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2005,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2006,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2007,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2008,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2009,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2010,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2011,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2012,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2013,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2014,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2015,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",2016,NA,"Top 10% | share | adults | equal split"
"Mauritius","p90p100",1990,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1991,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1992,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1993,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1994,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1995,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1996,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1997,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1998,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1999,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2000,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2001,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2002,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2003,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2004,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2005,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2006,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2007,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2008,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2009,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2010,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2011,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2012,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2013,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2014,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2015,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",2016,NA,"Top 10% | share | adults | individual"
"Mauritius","p90p100",1990,0.155538529,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1991,0.163057119,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1992,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1993,0.150341362,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1994,0.154651433,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1995,0.152721897,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1996,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1997,0.144530088,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1998,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",1999,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2000,0.142094731,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2001,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2002,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2003,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2004,0.151744396,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2005,0.13961485,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2006,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2007,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2008,0.190942586,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2009,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2010,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2011,0.183320358,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2012,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"Mauritius","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1991,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1992,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1993,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1994,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1995,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1996,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1997,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1998,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1999,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2000,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2001,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2002,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2003,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2004,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2005,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2006,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2007,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2008,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2009,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2010,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2011,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2012,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2013,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2014,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2015,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",2016,NA,"Top 10% | share | adults | equal split"
"Netherlands","p90p100",1990,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1991,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1992,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1993,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1994,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1995,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1996,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1997,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1998,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1999,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2000,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2001,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2002,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2003,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2004,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2005,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2006,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2007,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2008,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2009,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2010,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2011,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2012,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2013,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2014,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2015,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",2016,NA,"Top 10% | share | adults | individual"
"Netherlands","p90p100",1990,0.282000005,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1991,0.281100005,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1992,0.279900014,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1993,0.279599994,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1994,0.282799989,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1995,0.284500003,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1996,0.282400012,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1997,0.282099992,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1998,0.280299991,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",1999,0.280900002,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2000,0.28018114,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2001,0.296850115,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2002,0.298246533,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2003,0.298434347,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2004,0.304411709,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2005,0.306852698,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2006,0.308379918,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2007,0.317226708,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2008,0.30693233,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2009,0.305579364,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2010,0.307071775,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2011,0.306017697,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2012,0.308966756,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"Netherlands","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1991,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1992,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1993,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1994,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1995,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1996,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1997,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1998,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1999,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2000,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2001,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2002,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2003,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2004,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2005,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2006,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2007,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2008,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2009,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2010,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2011,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2012,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2013,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2014,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2015,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",2016,NA,"Top 10% | share | adults | equal split"
"New Zealand","p90p100",1990,0.311179519,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1991,0.314774513,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1992,0.324892938,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1993,0.32989648,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1994,0.328606039,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1995,0.326223761,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1996,0.321818382,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1997,0.325749338,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1998,0.343878895,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1999,0.377668798,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2000,0.311855584,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2001,0.318114936,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2002,0.317159265,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2003,0.319271565,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2004,0.324655592,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2005,0.316553652,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2006,0.303232342,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2007,0.293739021,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2008,0.300173372,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2009,0.297227413,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2010,0.291880012,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2011,0.309399992,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2012,0.320499986,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2013,0.307900012,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2014,0.315400004,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2015,NA,"Top 10% | share | adults | individual"
"New Zealand","p90p100",2016,NA,"Top 10% | share | adults | individual"
"New Zealand","p90p100",1990,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1991,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1992,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1993,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1994,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1995,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1996,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1997,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1998,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",1999,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2000,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2001,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2002,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2003,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2004,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2005,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2006,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2007,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2008,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2009,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2010,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2011,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2012,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"New Zealand","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"Norway","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1991,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1992,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1993,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1994,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1995,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1996,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1997,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1998,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1999,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2000,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2001,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2002,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2003,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2004,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2005,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2006,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2007,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2008,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2009,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2010,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2011,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2012,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2013,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2014,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2015,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",2016,NA,"Top 10% | share | adults | equal split"
"Norway","p90p100",1990,0.221853823,"Top 10% | share | adults | individual"
"Norway","p90p100",1991,0.22269775,"Top 10% | share | adults | individual"
"Norway","p90p100",1992,0.232732907,"Top 10% | share | adults | individual"
"Norway","p90p100",1993,0.255685121,"Top 10% | share | adults | individual"
"Norway","p90p100",1994,0.269116998,"Top 10% | share | adults | individual"
"Norway","p90p100",1995,0.268616527,"Top 10% | share | adults | individual"
"Norway","p90p100",1996,0.278353214,"Top 10% | share | adults | individual"
"Norway","p90p100",1997,0.290850967,"Top 10% | share | adults | individual"
"Norway","p90p100",1998,0.279620558,"Top 10% | share | adults | individual"
"Norway","p90p100",1999,0.283112168,"Top 10% | share | adults | individual"
"Norway","p90p100",2000,0.304505765,"Top 10% | share | adults | individual"
"Norway","p90p100",2001,0.268657208,"Top 10% | share | adults | individual"
"Norway","p90p100",2002,0.289025724,"Top 10% | share | adults | individual"
"Norway","p90p100",2003,0.298229337,"Top 10% | share | adults | individual"
"Norway","p90p100",2004,0.317033261,"Top 10% | share | adults | individual"
"Norway","p90p100",2005,0.370564997,"Top 10% | share | adults | individual"
"Norway","p90p100",2006,0.28223449,"Top 10% | share | adults | individual"
"Norway","p90p100",2007,0.289703012,"Top 10% | share | adults | individual"
"Norway","p90p100",2008,0.271134645,"Top 10% | share | adults | individual"
"Norway","p90p100",2009,0.269535363,"Top 10% | share | adults | individual"
"Norway","p90p100",2010,0.279913068,"Top 10% | share | adults | individual"
"Norway","p90p100",2011,0.283297986,"Top 10% | share | adults | individual"
"Norway","p90p100",2012,NA,"Top 10% | share | adults | individual"
"Norway","p90p100",2013,NA,"Top 10% | share | adults | individual"
"Norway","p90p100",2014,NA,"Top 10% | share | adults | individual"
"Norway","p90p100",2015,NA,"Top 10% | share | adults | individual"
"Norway","p90p100",2016,NA,"Top 10% | share | adults | individual"
"Norway","p90p100",1990,NA,"Top 10% | share | adults | tax unit"
"Norway","p90p100",1991,NA,"Top 10% | share | adults | tax unit"
"Norway","p90p100",1992,NA,"Top 10% | share | adults | tax unit"
"Norway","p90p100",1993,NA,"Top 10% | share | adults | tax unit"
"Norway","p90p100",1994,NA,"Top 10% | share | adults | tax unit"
"Norway","p90p100",1995,NA,"Top 10% | share | adults | tax unit"
"Norway","p90p100",1996,NA,"Top 10% | share | adults | tax unit"
"Norway","p90p100",1997,NA,"Top 10% | share | adults | tax unit"
